INPUT_TABLE
Variable ID
GLIMPSEPFStdTechUpBoundP2

region,policy-name,market,type,constraint-yr,constraint-val
WV,WV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
WV,WV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
WV,WV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
WV,WV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
WY,WY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
WY,WY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
WY,WY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
WY,WY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
WY,WY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
WY,WY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
WY,WY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
USA,USA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,USA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
USA,USA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,USA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
USA,USA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,USA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
USA,USA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,USA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
USA,USA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,USA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
USA,USA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,USA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
USA,USA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,USA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
